variant,layer,neuron_index,rank_siren,rank_yang_harmfulness,rank_yang_refusal,rank_zhao_topk,rank_zhao_relative_epsilon,rank_wang,rank_wang_robust,percentile_siren,percentile_yang_harmfulness,percentile_yang_refusal,percentile_zhao_topk,percentile_zhao_relative_epsilon,percentile_wang,percentile_wang_robust,consensus_score,n_methods_at_N,methods_that_selected_it_at_N,selection_rank
rank_consensus,30,5948,8135,377,130,212,80,35,35,0.017730751540596095,0.000819616741979854,0.00028119829711542864,0.0004599445014833755,0.00017220670908619273,7.411427985988042e-05,7.411427985988042e-05,0.002801706621425816,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,11
rank_consensus,30,13047,4235,2776,2433,548,196,38,44,0.009229407674315696,0.006049033135622593,0.005301350841742034,0.0011923679730398407,0.00042506719331402,8.065377514163457e-05,9.373276570514288e-05,0.0031959447655544224,7,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,12
rank_consensus,31,14276,4373,15,28,661,5159,137,42,0.009530224457276387,3.0517644648186055e-05,5.8855457535787386e-05,0.001438688961985914,0.011243572221095975,0.00029645711943952167,8.937310218397344e-05,0.0032410984234522494,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,13
rank_consensus,30,4438,5445,386,1863,1506,792,337,289,0.011867004104623205,0.0008392352278251164,0.004058846738208745,0.0032806467996800005,0.001724246922622512,0.0007324234715564653,0.0006277915470483988,0.003304313544509206,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,14
rank_consensus,30,6894,9723,214,188,411,171,43,49,0.021192324376404628,0.00046430416500454493,0.00040762853922934227,0.0008937310218397344,0.00037057139929940207,9.155293394455816e-05,0.00010463192450806646,0.0033606777657471825,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,15
rank_consensus,30,5549,1099,1336,253,5421,1930,578,406,0.0023934552731220203,0.0029100754003805987,0.000549317603667349,0.011814688142369172,0.004204895466167921,0.0012577629258573822,0.0008828318630368108,0.0034304323820858935,6,siren;yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,16
rank_consensus,29,11909,9897,1174,115,229,220,243,241,0.02157161510274637,0.0025569426551658742,0.0002485008207066579,0.0004970016414133158,0.00047738315556805324,0.0005275192860615018,0.0005231596225403324,0.0037717317548860148,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,17
rank_consensus,29,11794,10135,707,713,284,234,86,97,0.022090415061765532,0.001538961222972811,0.0015520402135363192,0.0006168923882454752,0.0005079008002162393,0.00018528569964970103,0.00020926384901613293,0.00381439417648603,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,18
rank_consensus,30,12446,4642,74,1408,4268,2181,119,112,0.010116599200873676,0.00015912771852268442,0.0030670232871426984,0.009301342122414992,0.004752033238074685,0.00025722014774899675,0.0002419613254249037,0.0039850438628860905,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,19
rank_consensus,30,4306,2593,765,5521,2629,1173,293,247,0.005650123923435589,0.0016653914650867246,0.012032671318427644,0.0057285978668166395,0.0025547628234052896,0.0006365108740907377,0.0005362386131038407,0.004114899554909494,6,siren;yang_harmfulness;zhao_topk;zhao_relative_epsilon;wang;wang_robust,20
rank_consensus,30,7305,11850,489,485,23,6,353,299,0.025828826531168324,0.0010637578991653425,0.0010550385721230036,4.79562987328638e-05,1.089915880292359e-05,0.0007673007797258208,0.000649589864654246,0.004203338443481789,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,21
rank_consensus,30,8726,12169,135,116,562,271,173,151,0.026524192862794848,0.00029209745591835223,0.0002506806524672426,0.0012228856176880268,0.0005885545753578739,0.0003749310628205715,0.0003269747640877077,0.0042257595701620885,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,22
rank_consensus,30,3700,9547,767,3086,400,143,116,111,0.02080867398654172,0.001669751128607894,0.006724780981403855,0.0008697528724733025,0.00030953611000302997,0.0002506806524672426,0.00023978149366431898,0.004410422460737338,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,23
rank_consensus,30,1130,1818,68,145,368,130,8833,3670,0.003960754308982433,0.00014604872795917612,0.0003138957735241994,0.0007999982561345915,0.00028119829711542864,0.01925227410948423,0.007997802729585331,0.004678853171826485,6,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang_robust,24
rank_consensus,29,5230,2411,3702,757,3832,3945,251,243,0.00525339454300917,0.008067557345924042,0.0016479528110020468,0.008350935474800055,0.008597256463746128,0.0005449579401461795,0.0005275192860615018,0.004712796266384161,7,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,25
rank_consensus,31,6432,14750,14,1,156,624,268,84,0.032150338636864007,2.8337812887601334e-05,0.0,0.0003378739228906313,0.0013580351868442793,0.0005820150800761197,0.0001809260361285316,0.0049482180965273095,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,26
rank_consensus,31,2756,4458,222,431,1138,9572,66,21,0.009715510156926089,0.0004817428190892227,0.0009373276570514287,0.0024784687117848244,0.020863169780556336,0.00014168906443800668,4.359663521169436e-05,0.0049516435464368,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,27
rank_consensus,30,625,3790,1001,2055,5546,3178,327,285,0.008259382540855497,0.002179831760584718,0.004477374436241011,0.012087167112442261,0.006925325503377649,0.0007106251539506181,0.0006190722200060599,0.005036968389636831,6,siren;yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,28
rank_consensus,10,4978,5655,3856,2083,766,637,1282,1928,0.012324768774345995,0.008403251437054088,0.004538409725537383,0.0016675712968473094,0.0013863729997318807,0.0027923644853090237,0.004200535802646752,0.00504475350306749,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,29
rank_consensus,16,6521,12052,2582,1848,11,18,21,67,0.026269152546806437,0.005626145774069158,0.004026149261799975,2.179831760584718e-05,3.705713992994021e-05,4.359663521169436e-05,0.0001438688961985914,0.005166824081660235,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,30
rank_consensus,27,5147,14494,708,755,173,330,50,139,0.03159230170615432,0.0015411410547333958,0.0016435931474808774,0.0003749310628205715,0.0007171646492323722,0.00010681175626865118,0.0003008167829606911,0.0051823943085215545,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,31
rank_consensus,21,5280,2524,2406,8065,798,1776,480,775,0.005499715531955243,0.005242495384206247,0.017578163317355167,0.0017373259131860204,0.0038692013750378745,0.00104413941332008,0.0016871897826925717,0.005236890102536172,6,siren;yang_harmfulness;zhao_topk;zhao_relative_epsilon;wang;wang_robust,32
rank_consensus,31,5253,9689,75,144,1335,5553,48,15,0.02111821009654475,0.00016130755028326914,0.0003117159417636147,0.002907895568620014,0.012102425934766355,0.00010245209274748175,3.0517644648186055e-05,0.0052477892613390946,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,33
rank_consensus,11,3969,1342,2025,2027,6150,4241,376,707,0.002923154390944107,0.0044119794834234696,0.004416339146944639,0.013403785495835431,0.009242486664879205,0.0008174369102192693,0.001538961222972811,0.005250591902174132,6,siren;yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,34
rank_consensus,29,1251,15796,357,155,205,92,300,295,0.034430442658435624,0.0007760201067681596,0.0003356940911300466,0.00044468567915928247,0.00019836469021320934,0.0006517696964148307,0.0006408705376119071,0.005353978208533295,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,35
rank_consensus,31,1209,15843,257,5,103,460,411,129,0.0345328947511831,0.0005580369307096878,8.719327042338873e-06,0.00022234283957964124,0.0010005427781083855,0.0008937310218397344,0.0002790184653548439,0.005356469444831105,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,36
rank_consensus,30,5905,13745,312,1355,194,101,1209,723,0.029959607717476366,0.0006779276775418473,0.0029514922038317085,0.0004207075297928506,0.0002179831760584718,0.0026332367667863395,0.0015738385311421664,0.005490684800375678,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,37
rank_consensus,30,12258,15256,1164,548,479,159,154,131,0.033253333507719876,0.0025351443375600273,0.0011923679730398407,0.0010419595815594953,0.00034441341817238546,0.00033351425936946187,0.00028337812887601336,0.005569158743756729,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,38
rank_consensus,30,5081,10037,625,2754,1175,422,2004,1065,0.021876791549228232,0.001360215018604864,0.006001076836889729,0.002559122486926459,0.0009177091712061663,0.00436620301645119,0.00231934099326214,0.005628637010366969,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,39
rank_consensus,19,4513,2958,9492,4800,167,705,20,61,0.0064457625160490115,0.02068878323970956,0.010461012619046061,0.0003618520722570632,0.0015346015594516415,4.1416803451109644e-05,0.0001307899056350831,0.00566631695937136,5,siren;zhao_topk;zhao_relative_epsilon;wang;wang_robust,40
rank_consensus,30,8392,14256,1316,49,710,345,938,595,0.031073501747135156,0.0028664787651689044,0.00010463192450806646,0.0015455007182545652,0.000749862125641143,0.002042502359667881,0.0012948200657873226,0.00566818538659472,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,41
rank_consensus,25,10021,12329,5712,269,51,47,27,78,0.026872965944488403,0.012449019184699326,0.0005841949118367045,0.0001089915880292359,0.00010027226098689703,5.667562577520267e-05,0.0001678470455650233,0.005762852365911542,5,yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,42
rank_consensus,12,11262,7317,3023,5820,1274,524,355,624,0.015947649160437796,0.006587451580487018,0.012684441014842474,0.002774925831224346,0.0011400520107858075,0.0007716604432469902,0.0013580351868442793,0.005894887889695529,5,yang_harmfulness;zhao_topk;zhao_relative_epsilon;wang;wang_robust,43
rank_consensus,29,4145,9288,2066,954,2966,2102,932,693,0.020244097560550275,0.004501352585607443,0.0020773796678372363,0.006463201170133689,0.004579826528988492,0.0020294233691043723,0.0015084435783246249,0.00591481778007802,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,44
rank_consensus,29,3438,4024,6097,2553,3056,3296,249,242,0.008769463172832321,0.013288254412524441,0.0055629306530122005,0.006659386028586314,0.007182545651126646,0.0005405982766250101,0.0005253394543009171,0.006075502521286836,6,siren;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,45
rank_consensus,30,7872,14978,221,1895,1297,718,241,221,0.03264734027827732,0.00047956298732863796,0.004128601354547456,0.0028250619617177946,0.001562939372339243,0.0005231596225403324,0.00047956298732863796,0.006092318366297061,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,46
rank_consensus,31,9825,1173,6,161,1265,17505,147,45,0.0025547628234052896,1.089915880292359e-05,0.0003487730816935549,0.0027553073453790836,0.0381557751372749,0.00031825543704536884,9.59125974657276e-05,0.00631995508300955,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,47
rank_consensus,31,7450,12594,7,66,1188,6917,231,76,0.027450621361043356,1.3078990563508308e-05,0.00014168906443800668,0.0025874602998140605,0.015075716456203911,0.0005013613049344852,0.00016348738204385386,0.006561916408434455,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,48
rank_consensus,28,11702,4524,5724,1875,1018,7005,537,471,0.00985937905312468,0.012475177165826341,0.004085004719335762,0.0022168889005146583,0.015267541651135365,0.001168389823673409,0.0010245209274748176,0.0065852717487264335,5,siren;yang_refusal;zhao_topk;wang;wang_robust,49
rank_consensus,31,3175,11312,44,95,1123,8555,83,26,0.024656077043973747,9.373276570514288e-05,0.0002049041854949635,0.0024457712353760535,0.01864628088004168,0.00017874620436794688,5.449579401461795e-05,0.0066114297298534505,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,50
rank_consensus,30,2458,4716,903,860,7746,5670,1083,672,0.010277906751156946,0.0019662082480474156,0.0018724754823422729,0.016882796985728643,0.012357466250754767,0.002358577964952665,0.001462667111352346,0.0067397283991907225,4,yang_harmfulness;yang_refusal;wang;wang_robust,51
rank_consensus,12,9795,10861,3643,6239,347,133,441,739,0.023672972919950037,0.007938947272049543,0.013597790522527471,0.0007542217891623124,0.0002877377923971828,0.0009591259746572759,0.001608715839311522,0.006974216015722192,5,yang_harmfulness;zhao_topk;zhao_relative_epsilon;wang;wang_robust,52
rank_consensus,31,13336,1140,2657,876,1447,16182,207,65,0.002482828375305994,0.005789633156113011,0.0019073527905116283,0.0031520367258055025,0.03527185771802132,0.0004490453426804519,0.00013950923267742196,0.007027466191587903,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,53
rank_consensus,12,13868,16928,1372,4083,38,14,140,272,0.03689801221141752,0.0029885493437616486,0.00889807324670682,8.065377514163457e-05,2.8337812887601334e-05,0.0003029966147212758,0.0005907344071184586,0.007112479630250709,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,54
rank_consensus,15,7922,7124,8310,5046,639,1325,264,496,0.015526941630644947,0.01811222209869842,0.010997251232149903,0.0013907326632530501,0.0028860972510141667,0.0005732957530337809,0.0010790167214894354,0.007223651050040529,4,zhao_topk;zhao_relative_epsilon;wang;wang_robust,55
rank_consensus,19,10931,13222,1117,1015,923,5861,453,736,0.028819555706690557,0.0024326922448125454,0.002210349405232904,0.00200980488325911,0.012773814117026447,0.0009852839557842926,0.0016021763440297679,0.007261953808119374,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,56
rank_consensus,31,4786,15880,1680,717,1180,3875,164,50,0.03461354852632474,0.0036599375260217416,0.0015607595405786581,0.0025700216457293827,0.008444668240505198,0.00035531257697530904,0.00010681175626865118,0.007330151401771955,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,57
rank_consensus,29,9923,2925,1269,5918,5860,6881,490,409,0.006373828067949716,0.0027640266724214225,0.012898064527379776,0.012771634285265863,0.01499724251282286,0.001065937730925927,0.0008893713583185649,0.007394300736440589,4,siren;yang_harmfulness;wang;wang_robust,58
rank_consensus,30,14261,9519,4023,763,6272,3093,169,147,0.020747638697245347,0.008767283341071736,0.0016610318015655551,0.013669724970626768,0.0067400398037279485,0.00036621173577823263,0.00031825543704536884,0.007467169398151566,5,yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,59
rank_consensus,29,4918,8769,281,1064,3329,1757,5847,3023,0.01911276487680681,0.0006103528929637211,0.0023171611615015555,0.0072544800992259415,0.0038277845715867648,0.012743296472378263,0.006587451580487018,0.007493327379278582,5,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang_robust,60
rank_consensus,17,14096,14947,2521,6482,12,12,40,122,0.032579765493699196,0.0054931760366734896,0.014127489640349558,2.39781493664319e-05,2.39781493664319e-05,8.5013438662804e-05,0.0002637596430307509,0.007513880078735523,5,yang_harmfulness;zhao_topk;zhao_relative_epsilon;wang;wang_robust,61
rank_consensus,30,4381,7741,1835,1902,5857,3958,1895,1016,0.01687189782692572,0.003997811448912373,0.004143860176871549,0.012765094789984109,0.00862559427663373,0.004128601354547456,0.002212529236993489,0.007535055587266919,5,yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,62
rank_consensus,29,13118,9787,4610,1794,3314,3141,912,671,0.02133183360908205,0.010046844584534965,0.0039084383467284,0.007221782622817171,0.006844671728236015,0.001985826733892678,0.001460487279591761,0.0075428407006975775,5,yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,63
rank_consensus,31,4160,16514,98,132,802,5754,752,209,0.03599556186253545,0.00021144368077671765,0.0002855579606365981,0.0017460452402283592,0.012540572118643883,0.0016370536521991233,0.00045340500620162134,0.00755280564588882,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,64
rank_consensus,31,12529,12958,134,609,1117,8242,1172,286,0.028244080121896192,0.0002899176241577675,0.0013253377104355086,0.0024326922448125454,0.01796399353897866,0.002552582991644705,0.0006212520517666447,0.007632836611956005,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,65
rank_consensus,29,8993,17381,1377,1871,1423,953,923,678,0.0378854759989624,0.002999448502564572,0.004076285392293422,0.0030997207635514693,0.0020751998360766517,0.00200980488325911,0.0014757461019158542,0.007660240211231926,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,66
rank_consensus,16,5033,16312,1699,5262,89,102,626,967,0.035555235846897335,0.0037013543294728514,0.011468094892436201,0.0001918251949314552,0.00022016300781905652,0.0013623948503654487,0.0021057174807248375,0.007800683657521025,5,yang_harmfulness;zhao_topk;zhao_relative_epsilon;wang;wang_robust,67
rank_consensus,29,1175,2222,10440,3116,4872,4455,180,178,0.004841406340258658,0.02275526374874387,0.006790175934221397,0.010617960505808162,0.009708970661644334,0.00039018988514466453,0.0003858302216234951,0.007927113899634939,5,siren;yang_refusal;zhao_relative_epsilon;wang;wang_robust,68
rank_consensus,29,9571,30,6628,7593,7582,3649,31,39,6.321512105695683e-05,0.014445745077394927,0.01654928272635918,0.016525304576992746,0.007952026262613052,6.539495281754155e-05,8.283360690221929e-05,0.00795482890344809,4,siren;zhao_relative_epsilon;wang;wang_robust,69
rank_consensus,31,12004,15091,5,140,1494,8885,47,14,0.032893661267223394,8.719327042338873e-06,0.0003029966147212758,0.003254488818552984,0.019365625361034634,0.00010027226098689703,2.8337812887601334e-05,0.00799344306606416,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,70
rank_consensus,30,5336,14478,1000,809,5668,3364,250,225,0.031557424397984965,0.0021776519288241336,0.0017613040625524521,0.012353106587233598,0.007330774210846407,0.0005427781083855948,0.0004882823143709769,0.008030188801456875,5,yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,71
rank_consensus,31,11695,2964,102,13503,1315,7257,512,149,0.00645884150661252,0.00022016300781905652,0.029432088431414864,0.0028642989334083198,0.015816859254802713,0.0011138940296587909,0.0003226151005665383,0.008032680037754687,5,siren;yang_harmfulness;zhao_topk;wang;wang_robust,72
rank_consensus,27,13988,3429,2044,454,4556,14970,186,340,0.007472463275284414,0.004453396286874579,0.0009874637875448772,0.00992913366946339,0.032629901624192645,0.00040326887570817283,0.0007389629668382194,0.008087798640843757,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,73
rank_consensus,8,7503,9960,1624,1719,2670,791,3815,5734,0.021708944503663206,0.0035378669474289974,0.0037449509646845457,0.005817970969000613,0.0017220670908619272,0.008313878334870115,0.012496975483432189,0.008191807756277371,5,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang,74
rank_consensus,31,13869,12416,71,197,1050,12615,74,24,0.027062611307659273,0.00015258822324093027,0.00042724702507460473,0.0022866435168533692,0.027496397828015634,0.00015912771852268442,5.0136130493448515e-05,0.008233535964265707,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,75
rank_consensus,27,13857,22133,3317,857,52,28,146,279,0.04824403652526098,0.007228322118098925,0.0018659359870605186,0.00011117141978982062,5.8855457535787386e-05,0.0003160756052847841,0.0006059932294425516,0.00834719862035334,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,76
rank_consensus,19,9590,11193,6658,2818,933,3905,554,852,0.024396677064464165,0.014511140030212468,0.006140586069567151,0.0020316032008649574,0.00851006319332274,0.001205446963603349,0.0018550368282575951,0.008378650478613203,5,yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,77
rank_consensus,30,1801,16677,1097,328,2694,1087,3512,1628,0.03635087443951076,0.002389095609600851,0.0007128049857112028,0.005870286931254646,0.0023672972919950037,0.007653389311412945,0.0035465862744713363,0.008412904977708106,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,78
rank_consensus,12,10867,297,2624,3271,17319,2606,533,858,0.0006452302011330766,0.005717698708013716,0.007128049857112028,0.03775032642980615,0.005678461736323191,0.00115967049663107,0.0018681158188211034,0.008563936178262906,6,siren;yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,79
rank_consensus,31,2754,14709,2048,681,940,7775,1120,278,0.03206096553468003,0.004462115613916918,0.0014822855971976083,0.00204686202318905,0.016946012106785598,0.0024392317400942997,0.0006038133976819669,0.00857732657336364,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,80
rank_consensus,31,3166,2812,201,129,1583,22869,57,19,0.006127507079003642,0.0004359663521169436,0.0002790184653548439,0.003448493845245024,0.04984839270105133,0.00012207057859274422,3.9236971690524926e-05,0.008614383713293578,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,81
rank_consensus,29,6435,11090,805,1589,7523,4265,1498,968,0.024172154393123937,0.0017525847355101133,0.003461572835808532,0.01639669450311825,0.009294802627133237,0.0032632081455953228,0.0021078973124854226,0.008635559221824974,5,yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,82
rank_consensus,25,13410,4691,13083,2485,4395,2585,176,343,0.010223410957142328,0.028516559091969283,0.005414702093292439,0.00957818075600925,0.0056326852693509115,0.00038147055810232566,0.0007455024621199736,0.008641787312569501,5,yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,83
rank_consensus,30,5860,10839,3258,2807,5743,2564,1773,952,0.023625016621217174,0.007099712044224426,0.006116607920200719,0.012516593969277451,0.005586908802378632,0.0038626618797561203,0.0020730200043160667,0.008697217320195797,5,yang_harmfulness;yang_refusal;zhao_relative_epsilon;wang;wang_robust,84
rank_consensus,31,8053,3176,126,419,1624,22359,183,53,0.00692096583985648,0.00027247897007308977,0.0009111696759244121,0.0035378669474289974,0.04873667850315313,0.0003967293804264187,0.00011335125155040534,0.008698462938344705,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,85
rank_consensus,31,2305,15302,41,17,1568,10165,720,200,0.03335360576870677,8.719327042338872e-05,3.487730816935549e-05,0.0034157963688362532,0.022155810014583076,0.0015672990358604124,0.0004337865203563589,0.008721195469562232,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,86
rank_consensus,30,2792,12787,27,153,296,99,10495,4402,0.027871328890836204,5.667562577520267e-05,0.00033133442760887715,0.0006430503693724918,0.00021362351253730236,0.02287515449557603,0.009593439578333344,0.008797800985719922,5,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang_robust,87
rank_consensus,27,11265,597,10175,6347,5309,4649,589,915,0.001299179729308492,0.02217760833218892,0.013833212352670621,0.011570546985183684,0.010131858023197769,0.0012817410752238142,0.0019923662291744322,0.00889807324670682,3,siren;wang;wang_robust,88
rank_consensus,29,8656,19840,1062,1466,462,396,3554,2005,0.043245682298240225,0.002312801497980386,0.003193453529256612,0.001004902441629555,0.0008610335454309636,0.007744942245357504,0.004368382848211775,0.008961599772301002,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust,89
rank_consensus,31,5099,15562,2577,315,813,7867,1503,319,0.033920362026458796,0.005615246615266234,0.0006844671728236015,0.001770023389594791,0.017146556628759392,0.0032741073043982467,0.0006931864998659403,0.009014849948166715,5,yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust,90
rank_consensus,30,6816,6288,2420,6310,6992,4957,1348,777,0.013704602278796123,0.005273013028854433,0.013752558577528986,0.015239203838247764,0.010803246205457863,0.0029362333815076153,0.0016915494462137412,0.009057200965229504,3,yang_harmfulness;wang;wang_robust,91
